doc_id,title,start,end
468,Gideon,JDG.6.11,JDG.6.27
469,Gideon Destroys the Altar of Baal,JDG.6.28,JDG.6.35
470,The Sign of the Fleece,JDG.6.36,JDG.6.40
471,Gideon’s Valiant Three Hundred,JDG.7.1,JDG.7.25
472,Gideon Subdues the Midianites,JDG.8.1,JDG.8.21
473,Gideon’s Ephod,JDG.8.22,JDG.8.28
474,Death of Gideon,JDG.8.29,JDG.8.35
475,Abimelech’s Conspiracy,JDG.9.1,JDG.9.6
476,The Parable of the Trees,JDG.9.7,JDG.9.21
477,Downfall of Abimelech,JDG.9.22,JDG.9.57
478,Tola,JDG.10.1,JDG.10.2
479,Jair,JDG.10.3,JDG.10.5
480,Israel Oppressed Again,JDG.10.6,JDG.10.18
481,Jephthah,JDG.11.1,JDG.11.28
482,Jephthah’s Vow and Victory,JDG.11.29,JDG.11.33
483,Jephthah’s Daughter,JDG.11.34,JDG.11.39
484,Jephthah’s Conflict with Ephraim,JDG.12.1,JDG.12.7
485,"Ibzan, Elon, and Abdon",JDG.12.8,JDG.12.15
486,The Birth of Samson,JDG.13.1,JDG.13.25
487,Samson’s Philistine Wife,JDG.14.1,JDG.14.20
488,Samson Defeats the Philistines,JDG.15.1,JDG.15.20
489,Samson and Delilah,JDG.16.1,JDG.16.22
490,Samson Dies with the Philistines,JDG.16.23,JDG.16.31
491,Micah’s Idolatry,JDG.17.1,JDG.17.13
492,The Danites Adopt Micah’s Idolatry,JDG.18.1,JDG.18.26
493,Danites Settle in Laish,JDG.18.27,JDG.18.31
494,The Levite’s Concubine,JDG.19.1,JDG.19.21
495,Gibeah’s Crime,JDG.19.22,JDG.19.30
496,Israel’s War with the Benjamites,JDG.20.1,JDG.20.48
497,Wives Provided for the Benjamites,JDG.21.1,JDG.21.25
498,Elimelech’s Family Goes to Moab,RUT.1.1,RUT.1.5
499,Naomi Returns with Ruth,RUT.1.6,RUT.1.22
500,Ruth Meets Boaz,RUT.2.1,RUT.2.23
501,Ruth’s Redemption Assured,RUT.3.1,RUT.3.18
502,Boaz Redeems Ruth,RUT.4.1,RUT.4.12
503,Descendants of Boaz and Ruth,RUT.4.13,RUT.4.22
504,The Family of Elkanah,1SA.1.1,1SA.1.7
505,Hannah’s Vow,1SA.1.8,1SA.1.18
506,Samuel is Born and Dedicated,1SA.1.19,1SA.1.28
507,Hannah’s Prayer,1SA.2.1,1SA.2.11
508,The Wicked Sons of Eli,1SA.2.12,1SA.2.17
509,Samuel’s Childhood Ministry,1SA.2.18,1SA.2.21
510,Prophecy Against Eli’s Household,1SA.2.22,1SA.2.36
511,Samuel’s First Prophecy,1SA.3.1,1SA.3.21
512,The Ark of God Captured,1SA.4.1,1SA.4.11
513,Death of Eli,1SA.4.12,1SA.4.18
514,Ichabod,1SA.4.19,1SA.4.22
515,The Philistines and the Ark,1SA.5.1,1SA.5.12
516,The Ark Returned to Israel,1SA.6.1,1SA.6.19
517,The Ark at Kirjath Jearim,1SA.6.20,1SA.7.1
518,Samuel Judges Israel,1SA.7.2,1SA.7.17
519,Israel Demands a King,1SA.8.1,1SA.8.22
520,Saul Chosen to Be King,1SA.9.1,1SA.9.26
521,Saul Anointed King,1SA.9.27,1SA.10.16
522,Saul Proclaimed King,1SA.10.17,1SA.10.27
523,Saul Saves Jabesh Gilead,1SA.11.1,1SA.11.15
524,Samuel’s Address at Saul’s Coronation,1SA.12.1,1SA.12.25
525,Saul’s Unlawful Sacrifice,1SA.13.1,1SA.13.15
526,No Weapons for the Army,1SA.13.16,1SA.13.23
527,Jonathan Defeats the Philistines,1SA.14.1,1SA.14.23
528,Saul’s Rash Oath,1SA.14.24,1SA.14.46
529,Saul’s Continuing Wars,1SA.14.47,1SA.14.52
530,Saul Spares King Agag,1SA.15.1,1SA.15.9
531,Saul Rejected as King,1SA.15.10,1SA.15.35
532,David Anointed King,1SA.16.1,1SA.16.13
533,A Distressing Spirit Troubles Saul,1SA.16.14,1SA.16.23
534,David and Goliath,1SA.17.1,1SA.17.58
535,Saul Resents David,1SA.18.1,1SA.18.16
536,David Marries Michal,1SA.18.17,1SA.18.30
537,Saul Persecutes David,1SA.19.1,1SA.19.24
538,Jonathan’s Loyalty to David,1SA.20.1,1SA.20.42
539,David and the Holy Bread,1SA.21.1,1SA.21.9
540,David Flees to Gath,1SA.21.10,1SA.21.15
541,David’s Four Hundred Men,1SA.22.1,1SA.22.5
542,Saul Murders the Priests,1SA.22.6,1SA.22.23
543,David Saves the City of Keilah,1SA.23.1,1SA.23.13
544,David in Wilderness Strongholds,1SA.23.14,1SA.23.29
545,David Spares Saul,1SA.24.1,1SA.24.22
546,Death of Samuel,1SA.25.1,1SA.25.1
547,David and the Wife of Nabal,1SA.25.2,1SA.25.44
548,David Spares Saul a Second Time,1SA.26.1,1SA.26.25
549,David Allied with the Philistines,1SA.27.1,1SA.28.2
550,Saul Consults a Medium,1SA.28.3,1SA.28.25
551,The Philistines Reject David,1SA.29.1,1SA.29.11
552,David’s Conflict with the Amalekites,1SA.30.1,1SA.30.31
553,The Tragic End of Saul and His Sons,1SA.31.1,1SA.31.13
554,The Report of Saul’s Death,2SA.1.1,2SA.1.16
555,The Song of the Bow,2SA.1.17,2SA.1.27
556,David Anointed King of Judah,2SA.2.1,2SA.2.7
557,Ishbosheth Made King of Israel,2SA.2.8,2SA.2.11
558,Israel and Judah at War,2SA.2.12,2SA.3.1
559,Sons of David,2SA.3.2,2SA.3.5
560,Abner Joins Forces with David,2SA.3.6,2SA.3.21
561,Joab Murders Abner,2SA.3.22,2SA.3.30
562,David’s Mourning for Abner,2SA.3.31,2SA.3.39
563,Ishbosheth is Murdered,2SA.4.1,2SA.4.12
564,David Reigns Over All Israel,2SA.5.1,2SA.5.5
565,The Conquest of Jerusalem,2SA.5.6,2SA.5.16
566,The Philistines Defeated,2SA.5.17,2SA.5.25
567,The Ark Brought to Jerusalem,2SA.6.1,2SA.6.23
568,God’s Covenant with David,2SA.7.1,2SA.7.17
569,David’s Thanksgiving to God,2SA.7.18,2SA.7.29
570,David’s Further Conquests,2SA.8.1,2SA.8.14
571,David’s Administration,2SA.8.15,2SA.8.18
572,David’s Kindness to Mephibosheth,2SA.9.1,2SA.9.13
573,The Ammonites and Syrians Defeated,2SA.10.1,2SA.10.19
574,"David, Bathsheba, and Uriah",2SA.11.1,2SA.11.27
575,Nathan’s Parable and David’s Confession,2SA.12.1,2SA.12.15
576,The Death of David’s Son,2SA.12.15,2SA.12.23
577,Solomon is Born,2SA.12.24,2SA.12.25
578,Rabbah is Captured,2SA.12.26,2SA.12.31
579,Amnon and Tamar,2SA.13.1,2SA.13.22
580,Absalom Murders Amnon,2SA.13.23,2SA.13.33
581,Absalom Flees to Geshur,2SA.13.34,2SA.13.39
582,Absalom Returns to Jerusalem,2SA.14.1,2SA.14.24
583,David Forgives Absalom,2SA.14.25,2SA.14.33
584,Absalom’s Treason,2SA.15.1,2SA.15.12
585,David Escapes from Jerusalem,2SA.15.13,2SA.15.37
586,Mephibosheth’s Servant,2SA.16.1,2SA.16.4
587,Shimei Curses David,2SA.16.5,2SA.16.14
588,The Advice of Ahithophel,2SA.16.15,2SA.17.4
589,The Advice of Hushai,2SA.17.5,2SA.17.14
590,Hushai Warns David to Escape,2SA.17.15,2SA.17.29
591,Absalom’s Defeat and Death,2SA.18.1,2SA.18.18
592,David Hears of Absalom’s Death,2SA.18.19,2SA.18.32
593,David’s Mourning for Absalom,2SA.18.33,2SA.19.8
594,David Returns to Jerusalem,2SA.19.9,2SA.19.18
595,David’s Mercy to Shimei,2SA.19.18,2SA.19.23
596,David and Mephibosheth Meet,2SA.19.24,2SA.19.30
597,David’s Kindness to Barzillai,2SA.19.31,2SA.19.39
598,The Quarrel About the King,2SA.19.40,2SA.19.43
599,The Rebellion of Sheba,2SA.20.1,2SA.20.22
600,David’s Government Officers,2SA.20.23,2SA.20.26
601,David Avenges the Gibeonites,2SA.21.1,2SA.21.14
602,Philistine Giants Destroyed,2SA.21.15,2SA.21.22
603,Praise for God’s Deliverance,2SA.22.1,2SA.22.51
604,David’s Last Words,2SA.23.1,2SA.23.7
605,David’s Mighty Men,2SA.23.8,2SA.23.39
606,David’s Census of Israel and Judah,2SA.24.1,2SA.24.9
607,The Judgment on David’s Sin,2SA.24.10,2SA.24.17
608,The Altar on the Threshing Floor,2SA.24.18,2SA.24.25
609,Adonijah Presumes to Be King,1KI.1.1,1KI.1.27
610,David Proclaims Solomon King,1KI.1.28,1KI.1.53
611,David’s Instructions to Solomon,1KI.2.1,1KI.2.9
612,Death of David,1KI.2.10,1KI.2.12
613,Solomon Executes Adonijah,1KI.2.13,1KI.2.25
614,"Abiathar Exiled, Joab Executed",1KI.2.26,1KI.2.35
615,Shimei Executed,1KI.2.36,1KI.2.46
616,Solomon Requests Wisdom,1KI.3.1,1KI.3.15
617,Solomon’s Wise Judgment,1KI.3.16,1KI.3.28
618,Solomon’s Administration,1KI.4.1,1KI.4.19
619,Prosperity and Wisdom of Solomon’s Reign,1KI.4.20,1KI.4.34
620,Solomon Prepares to Build the Temple,1KI.5.1,1KI.5.18
621,Solomon Builds the Temple,1KI.6.1,1KI.6.38
622,Solomon’s Other Buildings,1KI.7.1,1KI.7.12
623,Hiram the Craftsman,1KI.7.13,1KI.7.14
624,The Bronze Pillars for the Temple,1KI.7.15,1KI.7.22
625,The Sea and the Oxen,1KI.7.23,1KI.7.26
626,The Carts and the Lavers,1KI.7.27,1KI.7.39
627,Furnishings of the Temple,1KI.7.40,1KI.7.51
628,The Ark Brought into the Temple,1KI.8.1,1KI.8.13
629,Solomon’s Speech at Completion of the Work,1KI.8.14,1KI.8.21
630,Solomon’s Prayer of Dedication,1KI.8.22,1KI.8.53
631,Solomon Blesses the Assembly,1KI.8.54,1KI.8.61
632,Solomon Dedicates the Temple,1KI.8.62,1KI.8.66
633,God’s Second Appearance to Solomon,1KI.9.1,1KI.9.9
634,Solomon and Hiram Exchange Gifts,1KI.9.10,1KI.9.14
635,Solomon’s Additional Achievements,1KI.9.15,1KI.9.28
636,The Queen of Sheba’s Praise of Solomon,1KI.10.1,1KI.10.13
637,Solomon’s Great Wealth,1KI.10.14,1KI.10.29
638,Solomon’s Heart Turns from the Lord,1KI.11.1,1KI.11.13
639,Adversaries of Solomon,1KI.11.14,1KI.11.25
640,Jeroboam’s Rebellion,1KI.11.26,1KI.11.40
641,Death of Solomon,1KI.11.41,1KI.11.43
642,The Revolt Against Rehoboam,1KI.12.1,1KI.12.24
643,Jeroboam’s Gold Calves,1KI.12.25,1KI.12.33
644,The Message of the Man of God,1KI.13.1,1KI.13.10
645,Death of the Man of God,1KI.13.11,1KI.13.34
646,Judgment on the House of Jeroboam,1KI.14.1,1KI.14.18
647,Death of Jeroboam,1KI.14.19,1KI.14.20
648,Rehoboam Reigns in Judah,1KI.14.21,1KI.14.31
649,Abijam Reigns in Judah,1KI.15.1,1KI.15.8
650,Asa Reigns in Judah,1KI.15.9,1KI.15.24
651,Nadab Reigns in Israel,1KI.15.25,1KI.15.32
652,Baasha Reigns in Israel,1KI.15.33,1KI.16.7
653,Elah Reigns in Israel,1KI.16.8,1KI.16.14
654,Zimri Reigns in Israel,1KI.16.15,1KI.16.20
655,Omri Reigns in Israel,1KI.16.21,1KI.16.28
656,Ahab Reigns in Israel,1KI.16.29,1KI.16.34
657,Elijah Proclaims a Drought,1KI.17.1,1KI.17.7
658,Elijah and the Widow,1KI.17.8,1KI.17.16
659,Elijah Revives the Widow’s Son,1KI.17.17,1KI.17.24
660,Elijah’s Message to Ahab,1KI.18.1,1KI.18.19
661,Elijah’s Mount Carmel Victory,1KI.18.20,1KI.18.40
662,The Drought Ends,1KI.18.41,1KI.18.46
663,Elijah Escapes from Jezebel,1KI.19.1,1KI.19.10
664,God’s Revelation to Elijah,1KI.19.11,1KI.19.18
665,Elisha Follows Elijah,1KI.19.19,1KI.19.21
666,Ahab Defeats the Syrians,1KI.20.1,1KI.20.22
667,The Syrians Again Defeated,1KI.20.23,1KI.20.30
668,Ahab’s Treaty with Ben-Hadad,1KI.20.31,1KI.20.34
669,Ahab Condemned,1KI.20.35,1KI.20.43
670,Naboth is Murdered for His Vineyard,1KI.21.1,1KI.21.16
671,The Lord Condemns Ahab,1KI.21.17,1KI.21.29
672,Micaiah Warns Ahab,1KI.22.1,1KI.22.28
673,Ahab Dies in Battle,1KI.22.29,1KI.22.40
674,Jehoshaphat Reigns in Judah,1KI.22.41,1KI.22.50
675,Ahaziah Reigns in Israel,1KI.22.51,1KI.22.53
676,God Judges Ahaziah,2KI.1.1,2KI.1.18
677,Elijah Ascends to Heaven,2KI.2.1,2KI.2.18
678,Elisha Performs Miracles,2KI.2.19,2KI.2.25
679,Moab Rebels Against Israel,2KI.3.1,2KI.3.27
680,Elisha and the Widow’s Oil,2KI.4.1,2KI.4.7
681,Elisha Raises the Shunammite’s Son,2KI.4.8,2KI.4.37
682,Elisha Purifies the Pot of Stew,2KI.4.38,2KI.4.41
683,Elisha Feeds One Hundred Men,2KI.4.42,2KI.4.44
684,Naaman’s Leprosy Healed,2KI.5.1,2KI.5.19
685,Gehazi’s Greed,2KI.5.20,2KI.5.27
686,The Floating Ax Head,2KI.6.1,2KI.6.7
687,The Blinded Syrians Captured,2KI.6.8,2KI.6.23
688,Syria Besieges Samaria in Famine,2KI.6.24,2KI.7.2
689,The Syrians Flee,2KI.7.3,2KI.7.20
690,The King Restores the Shunammite’s Land,2KI.8.1,2KI.8.6
691,Death of Ben-Hadad,2KI.8.7,2KI.8.15
692,Jehoram Reigns in Judah,2KI.8.16,2KI.8.24
693,Ahaziah Reigns in Judah,2KI.8.25,2KI.8.29
694,Jehu Anointed King of Israel,2KI.9.1,2KI.9.13
695,Joram of Israel Killed,2KI.9.14,2KI.9.26
696,Ahaziah of Judah Killed,2KI.9.27,2KI.9.29
697,Jezebel’s Violent Death,2KI.9.30,2KI.9.37
698,Ahab’s Seventy Sons Killed,2KI.10.1,2KI.10.11
699,Ahaziah’s Forty-Two Brothers Killed,2KI.10.12,2KI.10.14
700,The Rest of Ahab’s Family Killed,2KI.10.15,2KI.10.17
701,Worshipers of Baal Killed,2KI.10.18,2KI.10.31
702,Death of Jehu,2KI.10.32,2KI.10.36
703,Athaliah Reigns in Judah,2KI.11.1,2KI.11.3
704,Joash Crowned King of Judah,2KI.11.4,2KI.11.12
705,Death of Athaliah,2KI.11.13,2KI.11.21
706,Jehoash Repairs the Temple,2KI.12.1,2KI.12.16
707,Hazael Threatens Jerusalem,2KI.12.17,2KI.12.18
708,Death of Joash,2KI.12.19,2KI.12.21
709,Jehoahaz Reigns in Israel,2KI.13.1,2KI.13.9
710,Jehoash Reigns in Israel,2KI.13.10,2KI.13.13
711,Death of Elisha,2KI.13.14,2KI.13.21
712,Israel Recaptures Cities from Syria,2KI.13.22,2KI.13.25
713,Amaziah Reigns in Judah,2KI.14.1,2KI.14.22
714,Jeroboam II Reigns in Israel,2KI.14.23,2KI.14.29
715,Azariah Reigns in Judah,2KI.15.1,2KI.15.7
716,Zechariah Reigns in Israel,2KI.15.8,2KI.15.12
717,Shallum Reigns in Israel,2KI.15.13,2KI.15.16
718,Menahem Reigns in Israel,2KI.15.17,2KI.15.22
719,Pekahiah Reigns in Israel,2KI.15.23,2KI.15.26
720,Pekah Reigns in Israel,2KI.15.27,2KI.15.31
721,Jotham Reigns in Judah,2KI.15.32,2KI.15.38
722,Ahaz Reigns in Judah,2KI.16.1,2KI.16.20
723,Hoshea Reigns in Israel,2KI.17.1,2KI.17.4
724,Israel Carried Captive to Assyria,2KI.17.5,2KI.17.23
725,Assyria Resettles Samaria,2KI.17.24,2KI.17.41
726,Hezekiah Reigns in Judah,2KI.18.1,2KI.18.16
727,Sennacherib Boasts Against the Lord,2KI.18.17,2KI.18.37
728,Isaiah Assures Deliverance,2KI.19.1,2KI.19.7
729,Sennacherib’s Threat and Hezekiah’s Prayer,2KI.19.8,2KI.19.19
730,The Word of the Lord Concerning Sennacherib,2KI.19.20,2KI.19.34
731,Sennacherib’s Defeat and Death,2KI.19.35,2KI.19.37
732,Hezekiah’s Life Extended,2KI.20.1,2KI.20.11
733,The Babylonian Envoys,2KI.20.12,2KI.20.19
734,Death of Hezekiah,2KI.20.20,2KI.20.21
735,Manasseh Reigns in Judah,2KI.21.1,2KI.21.18
736,Amon’s Reign and Death,2KI.21.19,2KI.21.26
737,Josiah Reigns in Judah,2KI.22.1,2KI.22.2
738,Hilkiah Finds the Book of the Law,2KI.22.3,2KI.22.20
739,Josiah Restores True Worship,2KI.23.1,2KI.23.25
740,Impending Judgment on Judah,2KI.23.26,2KI.23.27
741,Josiah Dies in Battle,2KI.23.28,2KI.23.30
742,The Reign and Captivity of Jehoahaz,2KI.23.31,2KI.23.34
743,Jehoiakim Reigns in Judah,2KI.23.35,2KI.23.37
744,Judah Overrun by Enemies,2KI.24.1,2KI.24.7
745,The Reign and Captivity of Jehoiachin,2KI.24.8,2KI.24.12
746,The Captivity of Jerusalem,2KI.24.13,2KI.24.16
747,Zedekiah Reigns in Judah,2KI.24.17,2KI.24.20
748,The Fall and Captivity of Judah,2KI.25.1,2KI.25.21
749,Gedaliah Made Governor of Judah,2KI.25.22,2KI.25.26
750,Jehoiachin Released from Prison,2KI.25.27,2KI.25.30
751,The Family of Adam—Seth to Abraham,1CH.1.1,1CH.1.28
752,The Family of Ishmael,1CH.1.29,1CH.1.31
753,The Family of Keturah,1CH.1.32,1CH.1.33
754,The Family of Isaac,1CH.1.34,1CH.1.37
755,The Family of Seir,1CH.1.38,1CH.1.42
756,The Kings of Edom,1CH.1.43,1CH.1.54
757,The Family of Israel,1CH.2.1,1CH.2.2
758,From Judah to David,1CH.2.3,1CH.2.17
759,The Family of Hezron,1CH.2.18,1CH.2.24
760,The Family of Jerahmeel,1CH.2.25,1CH.2.41
761,The Family of Caleb,1CH.2.42,1CH.2.55
762,The Family of David,1CH.3.1,1CH.3.9
763,The Family of Solomon,1CH.3.10,1CH.3.16
764,The Family of Jeconiah,1CH.3.17,1CH.3.24
765,The Family of Judah,1CH.4.1,1CH.4.23
766,The Family of Simeon,1CH.4.24,1CH.4.43
767,The Family of Reuben,1CH.5.1,1CH.5.10
768,The Family of Gad,1CH.5.11,1CH.5.22
769,The Family of Manasseh (East),1CH.5.23,1CH.5.26
770,The Family of Levi,1CH.6.1,1CH.6.30
771,Musicians in the House of the Lord,1CH.6.31,1CH.6.48
772,The Family of Aaron,1CH.6.49,1CH.6.53
773,Dwelling Places of the Levites,1CH.6.54,1CH.6.81
774,The Family of Issachar,1CH.7.1,1CH.7.5
775,The Family of Benjamin,1CH.7.6,1CH.7.12
776,The Family of Naphtali,1CH.7.13,1CH.7.13
777,The Family of Manasseh (West,1CH.7.14,1CH.7.19
778,The Family of Ephraim,1CH.7.20,1CH.7.29
779,The Family of Asher,1CH.7.30,1CH.7.40
780,The Family Tree of King Saul of Benjamin,1CH.8.1,1CH.9.2
781,Dwellers in Jerusalem,1CH.9.3,1CH.9.9
782,The Priests at Jerusalem,1CH.9.10,1CH.9.13
783,The Levites at Jerusalem,1CH.9.14,1CH.9.16
784,The Levite Gatekeepers,1CH.9.17,1CH.9.27
785,Other Levite Responsibilities,1CH.9.28,1CH.9.34
786,The Family of King Saul,1CH.9.35,1CH.9.44
787,Tragic End of Saul and His Sons,1CH.10.1,1CH.10.14
788,David Made King Over All Israel,1CH.11.1,1CH.11.3
789,The City of David,1CH.11.4,1CH.11.9
790,The Mighty Men of David,1CH.11.10,1CH.11.47
791,The Growth of David’s Army,1CH.12.1,1CH.12.22
792,David’s Army at Hebron,1CH.12.23,1CH.12.40
793,The Ark Brought from Kirjath Jearim,1CH.13.1,1CH.13.14
794,David Established at Jerusalem,1CH.14.1,1CH.14.7
795,The Philistines Defeated,1CH.14.8,1CH.14.17
796,The Ark Brought to Jerusalem,1CH.15.1,1CH.15.29
797,The Ark Placed in the Tabernacle,1CH.16.1,1CH.16.6
798,David’s Song of Thanksgiving,1CH.16.7,1CH.16.36
799,Regular Worship Maintained,1CH.16.37,1CH.16.43
800,God’s Covenant with David,1CH.17.1,1CH.17.27
801,David’s Further Conquests,1CH.18.1,1CH.18.13
802,David’s Administration,1CH.18.14,1CH.18.17
803,The Ammonites and Syrians Defeated,1CH.19.1,1CH.19.19
804,Rabbah is Conquered,1CH.20.1,1CH.20.3
805,Philistine Giants Destroyed,1CH.20.4,1CH.20.8
806,The Census of Israel and Judah,1CH.21.1,1CH.21.30
807,David Prepares to Build the Temple,1CH.22.1,1CH.22.19
808,The Divisions of the Levites,1CH.23.1,1CH.23.32
809,The Divisions of the Priests,1CH.24.1,1CH.24.19
810,Other Levites,1CH.24.20,1CH.24.31
811,The Musicians,1CH.25.1,1CH.25.31
812,The Gatekeepers,1CH.26.1,1CH.26.19
813,The Treasuries and Other Duties,1CH.26.20,1CH.26.32
814,The Military Divisions,1CH.27.1,1CH.27.15
815,Leaders of Tribes,1CH.27.16,1CH.27.24
816,Other State Officials,1CH.27.25,1CH.27.34
817,Solomon Instructed to Build the Temple,1CH.28.1,1CH.28.21
818,Offerings for Building the Temple,1CH.29.1,1CH.29.9
819,David’s Praise to God,1CH.29.10,1CH.29.20
820,Solomon Anointed King,1CH.29.21,1CH.29.25
821,The Close of David’s Reign,1CH.29.26,1CH.29.30
822,Solomon Requests Wisdom,2CH.1.1,2CH.1.12
823,Solomon’s Military and Economic Power,2CH.1.13,2CH.1.17
824,Solomon Prepares to Build the Temple,2CH.2.1,2CH.2.18
825,Solomon Builds the Temple,2CH.3.1,2CH.3.17
826,Furnishings of the Temple,2CH.4.1,2CH.5.1
827,The Ark Brought into the Temple,2CH.5.2,2CH.6.2
828,Solomon’s Speech Upon Completion of the Work,2CH.6.3,2CH.6.11
829,Solomon’s Prayer of Dedication,2CH.6.12,2CH.6.42
830,Solomon Dedicates the Temple,2CH.7.1,2CH.7.11
831,God’s Second Appearance to Solomon,2CH.7.12,2CH.7.22
832,Solomon’s Additional Achievements,2CH.8.1,2CH.8.18
833,The Queen of Sheba’s Praise of Solomon,2CH.9.1,2CH.9.12
834,Solomon’s Great Wealth,2CH.9.13,2CH.9.28
835,Death of Solomon,2CH.9.29,2CH.9.31
836,The Revolt Against Rehoboam,2CH.10.1,2CH.11.4
837,Rehoboam Fortifies the Cities,2CH.11.5,2CH.11.12
838,Priests and Levites Move to Judah,2CH.11.13,2CH.11.17
839,The Family of Rehoboam,2CH.11.18,2CH.11.23
840,Egypt Attacks Judah,2CH.12.1,2CH.12.12
841,The End of Rehoboam’s Reign,2CH.12.13,2CH.12.16
842,Abijah Reigns in Judah,2CH.13.1,2CH.14.1
843,Asa Reigns in Judah,2CH.14.2,2CH.14.15
844,The Reforms of Asa,2CH.15.1,2CH.15.19
845,Asa’s Treaty with Syria,2CH.16.1,2CH.16.6
846,Hanani’s Message to Asa,2CH.16.7,2CH.16.10
847,Illness and Death of Asa,2CH.16.11,2CH.16.14
848,Jehoshaphat Reigns in Judah,2CH.17.1,2CH.17.19
849,Micaiah Warns Ahab,2CH.18.1,2CH.18.27
850,Ahab Dies in Battle,2CH.18.28,2CH.19.3
851,The Reforms of Jehoshaphat,2CH.19.4,2CH.19.11
852,"Ammon, Moab, and Mount Seir Defeated",2CH.20.1,2CH.20.30
853,The End of Jehoshaphat’s Reign,2CH.20.31,2CH.20.37
854,Jehoram Reigns in Judah,2CH.21.1,2CH.21.20
855,Ahaziah Reigns in Judah,2CH.22.1,2CH.22.9
856,Athaliah Reigns in Judah,2CH.22.10,2CH.22.12
857,Joash Crowned King of Judah,2CH.23.1,2CH.23.11
858,Death of Athaliah,2CH.23.12,2CH.23.21
859,Joash Repairs the Temple,2CH.24.1,2CH.24.14
860,Apostasy of Joash,2CH.24.15,2CH.24.22
861,Death of Joash,2CH.24.23,2CH.24.27
862,Amaziah Reigns in Judah,2CH.25.1,2CH.25.4
863,The War Against Edom,2CH.25.5,2CH.25.16
864,Israel Defeats Judah,2CH.25.17,2CH.25.24
865,Death of Amaziah,2CH.25.25,2CH.25.28
866,Uzziah Reigns in Judah,2CH.26.1,2CH.26.15
867,The Penalty for Uzziah’s Pride,2CH.26.16,2CH.26.23
868,Jotham Reigns in Judah,2CH.27.1,2CH.27.9
869,Ahaz Reigns in Judah,2CH.28.1,2CH.28.4
870,Ahaz Reigns in Judah,2CH.28.5,2CH.28.8
871,Israel Returns the Captives,2CH.28.9,2CH.28.15
872,Assyria Refuses to Help Judah,2CH.28.16,2CH.28.21
873,Apostasy and Death of Ahaz,2CH.28.22,2CH.28.27
874,Hezekiah Reigns in Judah,2CH.29.1,2CH.29.2
875,Hezekiah Cleanses the Temple,2CH.29.3,2CH.29.19
876,Hezekiah Restores Temple Worship,2CH.29.20,2CH.29.36
877,Hezekiah Keeps the Passover,2CH.30.1,2CH.30.27
878,The Reforms of Hezekiah,2CH.31.1,2CH.31.21
879,Sennacherib Boasts Against the Lord,2CH.32.1,2CH.32.19
880,Sennacherib’s Defeat and Death,2CH.32.20,2CH.32.23
881,Hezekiah Humbles Himself,2CH.32.24,2CH.32.26
882,Hezekiah’s Wealth and Honor,2CH.32.27,2CH.32.31
883,Death of Hezekiah,2CH.32.32,2CH.32.33
884,Manasseh Reigns in Judah,2CH.33.1,2CH.33.9
885,Manasseh Restored After Repentance,2CH.33.10,2CH.33.17
886,Death of Manasseh,2CH.33.18,2CH.33.20
887,Amon’s Reign and Death,2CH.33.21,2CH.33.25
888,Josiah Reigns in Judah,2CH.34.1,2CH.34.7
889,Hilkiah Finds the Book of the Law,2CH.34.8,2CH.34.28
890,Josiah Restores True Worship,2CH.34.29,2CH.34.33
891,Josiah Keeps the Passover,2CH.35.1,2CH.35.19
892,Josiah Dies in Battle,2CH.35.20,2CH.35.27
893,The Reign and Captivity of Jehoahaz,2CH.36.1,2CH.36.4
894,The Reign and Captivity of Jehoiakim,2CH.36.5,2CH.36.8
895,The Reign and Captivity of Jehoiachin,2CH.36.9,2CH.36.10
896,Zedekiah Reigns in Judah,2CH.36.11,2CH.36.14
897,The Fall of Jerusalem,2CH.36.15,2CH.36.21
898,The Proclamation of Cyrus,2CH.36.22,2CH.36.23
899,End of the Babylonian Captivity,EZR.1.1,EZR.1.11
900,The Captives Who Returned to Jerusalem,EZR.2.1,EZR.2.70
901,Worship Restored at Jerusalem,EZR.3.1,EZR.3.7
902,Restoration of the Temple Begins,EZR.3.8,EZR.3.13
903,Resistance to Rebuilding the Temple,EZR.4.1,EZR.4.5
904,Rebuilding of Jerusalem Opposed,EZR.4.6,EZR.4.24
905,Restoration of the Temple Resumed,EZR.5.1,EZR.5.17
906,The Decree of Darius,EZR.6.1,EZR.6.12
907,The Temple Completed and Dedicated,EZR.6.13,EZR.6.18
908,The Passover Celebrated,EZR.6.19,EZR.6.22
909,The Arrival of Ezra,EZR.7.1,EZR.7.10
910,The Letter of Artaxerxes to Ezra,EZR.7.11,EZR.7.28
911,Heads of Families Who Returned with Ezra,EZR.8.1,EZR.8.14
912,Servants for the Temple,EZR.8.15,EZR.8.20
913,Fasting and Prayer for Protection,EZR.8.21,EZR.8.23
914,Gifts for the Temple,EZR.8.24,EZR.8.30
915,The Return to Jerusalem,EZR.8.31,EZR.8.36
916,Intermarriage with Pagans,EZR.9.1,EZR.9.15
917,Confession of Improper Marriages,EZR.10.1,EZR.10.17
918,Pagan Wives Put Away,EZR.10.18,EZR.10.44
919,Nehemiah Prays for His People,NEH.1.1,NEH.1.11
920,Nehemiah Sent to Judah,NEH.2.1,NEH.2.10
921,Nehemiah Views the Wall of Jerusalem,NEH.2.11,NEH.2.20
922,Rebuilding the Wall,NEH.3.1,NEH.3.32
923,The Wall Defended Against Enemies,NEH.4.1,NEH.4.23
